original,adv_text,success,orig_label
+123 Congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,+123 Tributes - in this week's dispute attracted umm haya won the Â£1450 laureate to alleging just appeals 09050002311 b4280703. tonnes&Mh/judgment SMS 08718727868. Besides 18 only 150ppm,True,1
"This is the 2nd attempt to contract U, you have won this weeks top prize of either Â£1000 cash or Â£200 prize. Just call 09066361921","These is the 2nd effort to concur yeo, you haya won this week major laureate of either Â£1000 funding or Â£200 fellowship. Virtuoso invited 09066361921",True,1
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,Thyself are being ripped off! Attains your moveable content from www.clubmoby.com urged 08717509990 poli/candid/Pix/Ringtones/Game six download for only 3,True,1
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL,Ago 2 labor 2morro half lengths over! Ca o tre me 2nite 4 some saucy ardor B4 me ha 2 gonna back? Debated LANGER 09099726481 Dearie DENA Pleas Â£1/minMobsmoreLKPOBOX177HP51FL,True,1
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2","Xmas Offered! Later Handset, SonyEricsson & Nokia & FREEDOM Motorola or CD! Dual Min & 1000 Txt on Citron. Phone MobileUpd8 on 08000839402 or call2optout/4QF2",True,1
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB,Hugest men are dogging in your realm now. Asking 09090204448 and concur like sloping brah. Thus not holding 1 yourself. There's 1 this soir. AÂ£1.50 minAPN LS278BB,True,1
Ringtone Club: Gr8 new polys direct to your mobile every week !,Sounding Nadi: Gr8 youngest polys direct to your itinerant all week !,True,1
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+","Straightaway! invitations 09061749602 from Unchanged. Anvil complimentary 4* Almeria Ceremonial or Â£10,000 silver hope vintage CAS T&Cs CARDBOARD 528 HP20 1YF 150ppm 18+",True,1
Uâve Bin Awarded Â£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Â£50-Â£500. OptOut 08718727870,Uâve Ben Conferred Â£50 to Game 4 Directly Exchequer. Appeals 08715203028 To Allegations. EACH 9th Gamblers Triumphed Min Â£50-Â£500. OptOut 08718727870,True,1
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,Versions BANNEDUK to 89555 to vista! priced 150p textoperator g696ga 18+ SUZUKI,True,1
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324","Assumes Pac Naik, and Tum, Peters and ... Queued. During actuality, all classifies strived homos parle with images load requests 08718730666 (10p/moments). 2 pauses documenting requests 08712460324",True,1
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for Â£3/wk,FREE>Ring! Retaliated TRUTHFULLY or POLY ey REAL1 1. PushButton 2. lemme 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st hue UNBRIDLED and 6 more when u rejoined for Â£3/wk,True,1
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,Save qian on wedding undergarments at sss.bridal.petticoatdreams.commander.brittany Pick from a superb selection with national execution. Brought to you by WeddingFriend,True,1
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,Wondering dawa our guests serves delegated on 0800 169 6031 between 10am-9pm as you haya TRIUMPHED a ensuring Â£1000 moneys or Â£5000 prize!,True,1
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.","Intending! Arsenal 4 (Wilhelm, 7 versus Melbourne 2 Greg dozens with a banal gunned from 6 yards from a passage by Bergkamp to give Arsenal a 2 oriented edge after 78 moments.",True,1
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3","Downloaded as multiple ringtones as umm like no limitations, 1000s 2 select. umm can even shipped 2 anni buddys. Txt Master to 80082 Â£3",True,1
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,Dorothy@kiefer.kom (Stockbroker of Pebble lawsuit Strong-Buy) OUTBURSTS ELECTIONS AROUND US CONGRESSMEN *****RAISING OVER 300% *********** Nasdaq Label CDGT Whose is a $5.00 per..,True,1
You have 1 new message. Please call 08712400200.,Thyself had 1 newer transmissions. Called dawa 08712400200.,True,1
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,FreeMsg Heh darlin gosh just am a newer cam moby. Did jim a sexiest pic? or Fantasy a tell?Hayashi w8in 4uTxt / rply SCHMOOZE to 82242 Hlp 08712317606 Msg150p 2rcv,True,1
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Tribute! Nokia 3650 cassette camera tal is your Dawa 09066382422 Pray costa 150ppm Ave praying 3mins variants from mobility 16+ Finished 300603 stances BCM4284 Dob WC1N3XX,True,1
Promotion Number: 8714714 - UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub,Promotion Amounts: 8714714 - GONA awarded a City Broken and could WINNINGS a Â£200 Sommers Storehouse madness each WK. Txt TENT to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub,True,1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,PRIVATE! Your 2003 Auditor Submissions for exhibits 800 un-redeemed r. I. M. issues. Convening 08715203694 Identifier Codes: 40533 Lapses 31/10/04,True,1
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,FREEMSG: Our debriefing suggest you may be entitled to 3750 lira for the Mishap you ha. To argue for gratuitous rebuttal with YEA to this msg. To wahl out linguistic DETAINEE,True,1
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,VIE has never been this much amusement and great until you came in. You made it truly certain for me. I won't forget you! savoring @ one gbp/fs,True,1
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem ratio msg/signing. Other nos used also. Beware!",True,1
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,Thyself was an prominent audience department heralds from PREMIER. Dawa FREEPHONE 0800 542 0578 now!,True,1
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,Any 1 POLYPHONIC tono 4 ur shitheel any congee! Juste txt PT2 to 87575. 1st Tono UNFETTERED ! so got txtin now and avowed gona brah. 150p/ton. 16 replied HL 4info,True,1
85233 FREE>Ringtone!Reply REAL,85233 UNBRIDLED>Campana!Retaliated TRULY,True,1
Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Accolades whats auctioned either Â£500 of CADMIUM donations takings & Free entries 2 our Â£100 weekly attractions txt TUNES to 87066 TnCs www.Ldew.com1win150ppmx3age16,True,1
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,We struggled to interacted you er your retaliated to our render of a Clip Tel? 750 everytime networks minute? BOUNDLESS PHRASE? Panasonic? Replied or wondering 08000930705 HOY,True,1
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,Gr8 newer serves - outlive coitus clip chat on your villain - visualize the dirtiest classiest hoes residing on ur rang - 4 prompts write horny to 89070 to nullifies sends INTERRUPT to 89070,True,1
"Thanks for your ringtone order, ref number K718. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069120","Owing for your tones decree, ref installments K718. Ton movable will constituted accused Â£4.50. Owes your hue not accomplish please convene benefiting serving on 09065069120",True,1
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,Made your laptop 11mths ? Enhancements for FREE to Mandarins latest dyes camera mobility & unlimited afternoons please. Demand Phones Upd8 on freefone 08000839402 or 2StopTxt,True,1
Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Valentine Jours Alfred! Yuan over Â£1000 in our interrogation and bear your companion on the adventure of a hayat! Consignment EXPEND to 83600 now. 150p/msg rcvd. CustCare:08718720201.,True,1
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..","tddnewsletter@emc1.commandant.uk (More wagering from TheDailyDraw) Sher Helen, Marks of Unbridled Cheek - with great prizesWith..",True,1
URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,THEREUPON! We are desiring to liaise U. Todays drawn prove that you recieve won a Â£2000 gratuity UPHELD. Exhort 09066358361 from lands lines. Alleging Y87. Justifying 12hrs only,True,1
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","Citron donne you ringtones from all zeit Fig Heroes, with a gratuitous struck each mois! Go to Ringtones & Woodpeckers on wap. To lugs recieved these opinions feedback QUIT.",True,1
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ãº1.20 POBOXox36504W45WQ 16+","England v Thessaly - aint damsel the goals/accoutrements pers. Txt ur national squad to 87077 eg BRITTANY to 87077 Tries:WELSHMAN, SCOTLAND 4txt/Ãº1.20 POBOXox36504W45WQ 16+",True,1
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Violent LIVE 121 debates just 60p/minute. Election your women and connect VIDA. Dawa 09094646899 now! Stingy Debates UK's strongest live service. WATCHED BCM1896WC1N3XX,True,1
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,Instant! Invitations invitations 09061743810 from unchanged. Your ABTA extra 4* Ibiza Fiesta or #5000 silver looks pickup CAS T&Cs Sidebar 326 CW25WX 150 ppm,True,1
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + Â£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,Compiled your VALENTINE'S weekend to WAGERED inc Burglaries & Hotels + Â£200 Finalists assuring! Write: BETS to Either: 69101. http.rtf.sphosting.com,True,1
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,PRIVATE! Your 2004 Auditor Affirmation for 07742676969 proving 786 unredeemed Awarding Considerations. To alleging appeals 08719180248 Identifier Encoded: 45239 Expiring,True,1
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.","Appreciates to Deciding, an O2 serves with inscribe prerogatives. You can now call our fundamentally trained advisors EXTRICATE from your motorised by vocation 402.",True,1
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327","Thyself haya won ?1,000 moneys or a ?2,000 prize! To pretend, call09050000327",True,1
"Congratulations - Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","Commendation - Reconnaissance to a exemplary shipmates yeo haya OBTAINED the Â£2,000 Claus prize. 2 grievance is simplistic, just requiring 08712103738 LANGER! Hardly 10p per mn. BT-national-rate",True,1
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!","09066362231 SPEEDY! Ta mobile No 07xxxxxxxxx won a Â£2,000 bonuses caller finalists on 02/06/03! this is the 2nd quest to accomplishing ALORS! calling 09066362231 ASAP!",True,1
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,FreeMsg: Oh - I'm Buffy. 25 and loved to contented humans. Sojourn alone thought brandon. Riposte 2 iii my PIX! QlynnBV Help08700621170150p a voicemail Expedition pauses to desist txts,True,1
83039 62735=Â£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,83039 62735=Â£450 BRITISH Disintegration AccommodationVouchers provisions & circumstances pursued. 2 alleging you mustprovide your allegation instalment which is 15541,True,1
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","SPJanuary Males Market! Sensual Gaya chat now lower, demand 08709222922. Kraj fares from 1.5p/min cheap to 7.8p/minute elevation! To parada texts dawa 08712460324 (10p/minutes)",True,1
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,KRINGLE Prize depends! Ourselves are tempted to imparting xin. Todays draw testify that you haya won a Â£2000 bonus UPHELD. Asked 09058094565 from land lines. Justifying 12hrs only,True,1
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,Volition a innovative Cameraman Aviv? 750 everytime any networking min? Midway priced lineup rental free version for 3 mio? Cater or appealing 08000930705 for frey offer,True,1
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","Straightaway! demand 09066350750 from your landline. Your complimentary 4* Ibiza Eid or 10,000 silver hope pickup CAS T&Cs BAO CARDBOARD 434 SK3 8WP 150 ppm 18+",True,1
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just Â£1.50 per wk 2 opt out send STOP 08452810071 16,Gained vid 1st RINGTONE FREE NU! Replicas to this gsm with TONE. Gr8 TOPPED 20 purples to your handheld each chou just Â£1.50 per wk 2 decided out emissary CESSATION 08452810071 16,True,1
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,Free 1st zou came 2 TEXTPOD 4 a option 2 win 40GB iPod or Â£250 crate all wk. Txt COMPARTMENT to 84128 Vd&Cs sss.textpod.net custcare 08712405020.,True,1
Adult 18 Content Your video will be with you shortly,Adulthood 18 Connotation Your filmmaking will be with you shortly,True,1
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,yoo haya a secretive amateur who is researches 2 elicit interacts with U-find out who they R*reveal who imagined SHES why special-call on 09058094599,True,1
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,yeo was won a nokia 6230 plus a freedoms scans camera. These is what umm achieves when u gained our FREE solicitation. To xiong elements shipped NOKIA to 83383 now. POBOX114/14TCR/W1 16,True,1
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,Volition claro SEXES in 30 dry? Revolving 02073162414 now! Priced 20p/min Gsex POBOX 2667 WC1N 3XX,True,1
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Hola yo am certainly horny wantto to debate or suppose me nus linguistic scorching to 69698 phrasing accuses at 150pm to unsubscribe texts ceasing 69698,True,1
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirted HENCEFORTH! Txt GIRL or HOMBRE & thier APPOINTED & AGE, ey GIRL HORVATH 18 to 8007 to concur and attains schmooze!",True,1
network operator. The service is free. For T & C's visit 80488.biz,filet exploitative. The serving is devoid. Of T & C's ikea 80488.bussiness,True,1
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","pdate_Now - Dual min and 1000 txts on Orange priced. Later Handset, SonyEricsson & Nokia & Bluetooth LIBERTY! Demand MobileUpd8 on 08000839402 or call2optout/!YHL",True,1
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p","Persons acres interacted our personals serving and enshrined your phoning becausethey swank you! To unearth out who it is urge from a landline 09058098002. PoBox1, W14RG 150p",True,1
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE","SMS. ol Haphazard Jour 4U!: Rodds1 is 21/feet from Bangor, Nation Reigned. Ascertain Him out http://img. sms. ca/W/icmb3cktz8r7!-4 no Unthinking Temps consigned LURKS",True,1
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,YEAH! The only stead in downtown to address hot grownups bachelors is now in the ENGLISH. Txt CHATTED to 86688 now! 150p/Messaging.,True,1
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589","As a cherishes benefiting, I am jubilant to counsels you that ensuing latter examined of your Hoodlums Nor. you are conferred with a Â£1500 Gratuity Prize, requiring 09066364589",True,1
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,Winter finally here! Overdressed a tell or befriend with horny loney in ano realm? To come BRAVED up just answers HAP now. Freedoms 2 Joining. OptOut txt HIATUS Help08714742804,True,1
"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM","URGENCY! Your moveable No 07xxxxxxxxx won a Â£2,000 bonuses clergyman prizes on 02/06/03! this is the 2nd quest to gaining TU! called 09066362231 ASAP! BOX97N7QP, 150PPM",True,1
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,Natalie (20/y) is dawa you to was her cronies. Replied YES-165 or NO-165 Imagines her: web.DM.cy/umm/natalie2k9 INTERRUPT? Sending INTERRUPT FRND to 62468,True,1
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.","Becomes 3 Sze Anglican hue, react lionm 4 mono or lionp 4 poly. 4 more dedicate 2 http.ringtones.commander.brit, the primitive n optimal. Undertone 3GBP lattice exploiter rhythm executes.",True,1
"For ur chance to win a Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","Among gud feasibility to won a Â£250 wkly procured lunacy TXT: MALLS to 80878. T's&C's sss.txt-2-shop.kom custcare 08715705022, 1x150p/wk",True,1
